name,n_pubs,n_clusters,precision,recall,f1, pred_label, base_label
조익순,3,1,1,1,1, [0 0 0], [0 0 0]
김정태,5,3,0.3,1,0.46154, [0 0 0 0 0], [0 1 1 1 2]
Fang,8,3,0.28571,1,0.44444, [0 0 0 0 0 0 0 0], [0 0 1 1 1 1 2 2]
Ono,4,1,1,1,1, [0 0 0 0], [0 0 0 0]
Fukuda,3,2,0.33333,1,0.5, [0 0 0], [0 1 1]
Oikawa,4,2,0.33333,1,0.5, [0 0 0 0], [0 0 1 1]
강연준,4,2,0.5,1,0.66667, [0 0 0 0], [0 0 0 1]
이일재,5,1,1,1,1, [0 0 0 0 0], [0 0 0 0 0]
Nishiura,3,2,0.33333,1,0.5, [0 0 0], [0 1 1]
Gao,3,2,0.33333,1,0.5, [0 0 0], [0 1 1]
전진용,6,1,1,1,1, [0 0 0 0 0 0], [0 0 0 0 0 0]
이기용,4,2,0.5,1,0.66667, [0 0 0 0], [0 0 0 1]
박영진,5,2,0.6,1,0.75, [0 0 0 0 0], [0 0 0 0 1]
송은성,6,3,0.26667,1,0.42105, [0 0 0 0 0 0], [0 0 1 1 1 2]
김양한,3,1,1,1,1, [0 0 0], [0 0 0]
이선봉,3,1,1,1,1, [0 0 0], [0 0 0]
서대원,3,1,1,1,1, [0 0 0], [0 0 0]
서상현,4,2,0.5,1,0.66667, [0 0 0 0], [0 0 0 1]
김석현,4,1,1,1,1, [0 0 0 0], [0 0 0 0]
허해용,3,1,1,1,1, [0 0 0], [0 0 0]
김영철,5,4,0.1,1,0.18182, [0 0 0 0 0], [0 0 1 2 3]
김윤영,3,1,1,1,1, [0 0 0], [0 0 0]
김성남,3,2,0.33333,1,0.5, [0 0 0], [0 1 1]
이민철,4,2,0.5,1,0.66667, [0 0 0 0], [0 0 0 1]
허창우,3,1,1,1,1, [0 0 0], [0 0 0]
임윤수,3,2,0.33333,1,0.5, [0 0 0], [0 0 1]
박범식,3,1,1,1,1, [0 0 0], [0 0 0]
서충열,3,1,1,1,1, [0 0 0], [0 0 0]
김정창,4,1,1,1,1, [0 0 0 0], [0 0 0 0]
김진걸,3,1,1,1,1, [0 0 0], [0 0 0]
조주필,3,2,0.33333,1,0.5, [0 0 0], [0 0 1]
이혜인,3,1,1,1,1, [0 0 0], [0 0 0]
이혜리,4,2,0.33333,1,0.5, [0 0 0 0], [0 0 1 1]
이재호,4,3,0.16667,1,0.28571, [0 0 0 0], [0 1 1 2]
김용석,4,4,0,0,0, [0 0 0 0], [0 1 2 3]
이재승,4,2,0.33333,1,0.5, [0 0 0 0], [0 0 1 1]
이규호,4,3,0.16667,1,0.28571, [0 0 0 0], [0 0 1 2]
김동환,5,3,0.3,1,0.46154, [0 0 0 0 0], [0 0 0 1 2]
이현진,5,3,0.3,1,0.46154, [0 0 0 0 0], [0 1 1 1 2]
권기홍,3,1,1,1,1, [0 0 0], [0 0 0]
양순용,3,1,1,1,1, [0 0 0], [0 0 0]
이승연,3,2,0.33333,1,0.5, [0 0 0], [0 1 1]
이석필,3,1,1,1,1, [0 0 0], [0 0 0]
이동원,3,1,1,1,1, [0 0 0], [0 0 0]
허강,3,1,1,1,1, [0 0 0], [0 0 0]
홍준석,3,1,1,1,1, [0 0 0], [0 0 0]
이동환,3,1,1,1,1, [0 0 0], [0 0 0]
이상협,3,1,1,1,1, [0 0 0], [0 0 0]
이지은,4,4,0,0,0, [0 0 0 0], [0 1 2 3]
김장영,5,1,1,1,1, [0 0 0 0 0], [0 0 0 0 0]
이경훈,4,2,0.33333,1,0.5, [0 0 0 0], [0 0 1 1]
서희선,3,1,1,1,1, [0 0 0], [0 0 0]
정우진,3,2,0.33333,1,0.5, [0 0 0], [0 0 1]
김현정,6,4,0.13333,1,0.23529, [0 0 0 0 0 0], [0 0 1 2 3 3]
박수진,4,3,0.16667,1,0.28571, [0 0 0 0], [0 0 1 2]
서정매,6,2,0.66667,1,0.8, [0 0 0 0 0 0], [0 0 0 0 0 1]
김광훈,3,1,1,1,1, [0 0 0], [0 0 0]
박현구,3,2,0.33333,1,0.5, [0 0 0], [0 0 1]
이선희,8,3,0.53571,1,0.69767, [0 0 0 0 0 0 0 0], [0 1 1 1 1 1 1 2]
박은실,3,2,0.33333,1,0.5, [0 0 0], [0 1 1]
김종성,5,2,0.4,1,0.57143, [0 0 0 0 0], [0 0 1 1 1]
김영삼,6,3,0.4,1,0.57143, [0 0 0 0 0 0], [0 0 0 0 1 2]
이승배,5,1,1,1,1, [0 0 0 0 0], [0 0 0 0 0]
김수민,4,3,0.16667,1,0.28571, [0 0 0 0], [0 1 1 2]
박남예,7,3,0.26667,0.66667,0.38095, [0 1 0 0 0 0 0], [0 1 1 1 2 2 2]
신은주,3,2,0.33333,1,0.5, [0 0 0], [0 0 1]
김영미,6,4,0.13333,1,0.23529, [0 0 0 0 0 0], [0 0 1 2 2 3]
이상원,4,2,0.33333,1,0.5, [0 0 0 0], [0 0 1 1]
조영호,3,2,0.33333,1,0.5, [0 0 0], [0 0 1]
서홍석,4,3,0.16667,1,0.28571, [0 0 0 0], [0 1 1 2]
김영석,3,2,0.33333,1,0.5, [0 0 0], [0 1 1]
김민정,6,5,0.06667,1,0.125, [0 0 0 0 0 0], [0 1 1 2 3 4]
이상호,3,3,0,0,0, [0 0 0], [0 1 2]
김성아,3,1,1,1,1, [0 0 0], [0 0 0]
김상용,3,2,0.33333,1,0.5, [0 0 0], [0 1 1]
김진택,4,2,0.5,1,0.66667, [0 0 0 0], [0 1 1 1]
서종철,3,2,0.33333,1,0.5, [0 0 0], [0 0 1]
김진오,5,2,0.6,1,0.75, [0 0 0 0 0], [0 1 1 1 1]
송정일,3,1,1,1,1, [0 0 0], [0 0 0]
이진우,5,2,0.6,1,0.75, [0 0 0 0 0], [0 1 1 1 1]
조성현,3,1,1,1,1, [0 0 0], [0 0 0]
이강희,3,2,0.33333,1,0.5, [0 0 0], [0 1 1]
강충길,4,2,0.5,1,0.66667, [0 0 0 0], [0 1 1 1]
김현기,3,2,0.33333,1,0.5, [0 0 0], [0 1 1]
왕세명,5,1,1,1,1, [0 0 0 0 0], [0 0 0 0 0]
김정엽,3,2,0.33333,1,0.5, [0 0 0], [0 0 1]
장현애,3,1,1,1,1, [0 0 0], [0 0 0]
김유미,3,3,0,0,0, [0 0 0], [0 1 2]
권세진,3,3,0,0,0, [0 0 0], [0 1 2]
김동호,5,2,0.6,1,0.75, [0 0 0 0 0], [0 1 1 1 1]
송경준,4,2,0.5,1,0.66667, [0 0 0 0], [0 1 1 1]
김원경,3,2,0.33333,1,0.5, [0 0 0], [0 1 1]
권지은,3,2,0.33333,1,0.5, [0 0 0], [0 1 1]
이용주,3,1,1,1,1, [0 0 0], [0 0 0]
김지은,4,4,0,0,0, [0 0 0 0], [0 1 2 3]
이찬,3,3,0,0,0, [0 0 0], [0 1 2]
김현수,3,2,0.33333,1,0.5, [0 0 0], [0 1 1]
이동민,3,2,0.33333,1,0.5, [0 0 0], [0 1 1]
최준호,5,2,1,1,1, [1 0 0 0 0], [0 1 1 1 1]
김미정,3,3,0,0,0, [0 0 0], [0 1 2]
이태구,3,2,0.33333,1,0.5, [0 0 0], [0 0 1]
전찬수,3,1,1,1,1, [0 0 0], [0 0 0]
최미숙,4,2,0.5,1,0.66667, [0 0 0 0], [0 0 0 1]
김동식,4,2,0.5,1,0.66667, [0 0 0 0], [0 1 1 1]
정의봉,3,1,1,1,1, [0 0 0], [0 0 0]
김성환,3,2,0.33333,1,0.5, [0 0 0], [0 1 1]
김성재,3,2,0.33333,1,0.5, [0 0 0], [0 1 1]
신태진,3,1,1,1,1, [0 0 0], [0 0 0]
김정현,3,2,0.33333,1,0.5, [0 0 0], [0 1 1]
박동철,3,1,1,1,1, [0 0 0], [0 0 0]
김정규,3,3,0,0,0, [0 0 0], [0 1 2]
이병호,3,2,0.33333,1,0.5, [0 0 0], [0 1 1]
정소영,3,2,0.33333,1,0.5, [0 0 0], [0 1 1]
이찬영,3,1,1,1,1, [0 0 0], [0 0 0]
정정호,4,4,0,0,0, [0 0 0 0], [0 1 2 3]
손미경,3,1,1,1,1, [0 0 0], [0 0 0]
김세훈,4,3,0.16667,1,0.28571, [0 0 0 0], [0 1 1 2]
이현정,4,2,0.5,1,0.66667, [0 0 0 0], [0 1 1 1]
이승진,3,3,0,0,0, [0 0 0], [0 1 2]
김지현,4,3,0.16667,1,0.28571, [0 0 0 0], [0 1 1 2]
이재정,3,2,0.33333,1,0.5, [0 0 0], [0 1 1]
이영준,5,2,0.6,1,0.75, [0 0 0 0 0], [0 1 1 1 1]
이순주,3,1,1,1,1, [0 0 0], [0 0 0]
이광석,4,3,0.16667,1,0.28571, [0 0 0 0], [0 1 1 2]
안혜신,3,1,1,1,1, [0 0 0], [0 0 0]
이정진,3,1,1,1,1, [0 0 0], [0 0 0]
박지현,3,1,1,1,1, [0 0 0], [0 0 0]
김민영,3,2,0.33333,1,0.5, [0 0 0], [0 1 1]
김영태,4,2,0.5,1,0.66667, [0 0 0 0], [0 1 1 1]
김선영,4,3,0.16667,1,0.28571, [0 0 0 0], [0 1 1 2]
손영규,3,1,1,1,1, [0 0 0], [0 0 0]
손진희,3,1,1,1,1, [0 0 0], [0 0 0]
이민영,3,3,0,0,0, [0 0 0], [0 1 2]
김관주,3,2,0.33333,1,0.5, [0 0 0], [0 1 1]
인치호,3,1,1,1,1, [0 0 0], [0 0 0]
류광기,3,2,0.33333,1,0.5, [0 0 0], [0 1 1]
김용태,3,1,1,1,1, [0 0 0], [0 0 0]
Na-Young Kim,3,2,0.33333,1,0.5, [0 0 0], [0 0 1]
김희진,3,2,0.33333,1,0.5, [0 0 0], [0 0 1]
전익재,3,1,1,1,1, [0 0 0], [0 0 0]
임덕신,4,1,1,1,1, [0 0 0 0], [0 0 0 0]
Kim Byung O,3,1,1,1,1, [0 0 0], [0 0 0]
김명준,6,2,0.66667,1,0.8, [0 0 0 0 0 0], [0 1 1 1 1 1]
이종현,4,2,0.5,1,0.66667, [0 0 0 0], [0 1 1 1]
유재수,3,1,1,1,1, [0 0 0], [0 0 0]
김가은,3,1,1,1,1, [0 0 0], [0 0 0]
Byunggon Yang,3,2,0.33333,1,0.5, [0 0 0], [0 1 1]
장우석,3,2,0.33333,1,0.5, [0 0 0], [0 1 1]
김인철,4,2,0.5,1,0.66667, [0 0 0 0], [0 1 1 1]
남택진,4,1,1,1,1, [0 0 0 0], [0 0 0 0]
김보영,3,2,0.33333,1,0.5, [0 0 0], [0 1 1]
이정연,3,2,0.33333,1,0.5, [0 0 0], [0 1 1]
김병주,3,2,0.33333,1,0.5, [0 0 0], [0 1 1]
이종수,3,2,0.33333,1,0.5, [0 0 0], [0 1 1]
김성일,8,3,0.53571,1,0.69767, [0 0 0 0 0 0 0 0], [0 1 1 1 1 1 1 2]
이상진,4,2,0.5,1,0.66667, [0 0 0 0], [0 0 0 1]
배상준,3,2,0.33333,1,0.5, [0 0 0], [0 1 1]
한찬훈,5,2,0.6,1,0.75, [0 0 0 0 0], [0 1 1 1 1]
박시균,3,1,1,1,1, [0 0 0], [0 0 0]
이수연,3,2,0.33333,1,0.5, [0 0 0], [0 1 1]
김종태,3,1,1,1,1, [0 0 0], [0 0 0]
윤현민,3,1,1,1,1, [0 0 0], [0 0 0]
김기주,3,1,1,1,1, [0 0 0], [0 0 0]
오승환,3,2,0.33333,1,0.5, [0 0 0], [0 1 1]
김도훈,3,2,0.33333,1,0.5, [0 0 0], [0 1 1]
박승호,3,1,1,1,1, [0 0 0], [0 0 0]
하지완,4,2,0.5,1,0.66667, [0 0 0 0], [0 1 1 1]
이중혁,3,1,1,1,1, [0 0 0], [0 0 0]
오호준,3,1,1,1,1, [0 0 0], [0 0 0]
average,,,0.59793,0.93544,0.72954,,
