name,n_pubs,n_clusters,precision,recall,f1, pred_label, base_label,acc
조인준,3,1,1.00000,1.00000,1.00000, [0 0 0], [0 0 0],1.0
조한신,4,2,0.50000,1.00000,0.66667, [0 0 0 0], [0 1 1 1],0.5
임동혁,3,2,0.33333,1.00000,0.50000, [0 0 0], [0 1 1],0.3333333333333333
김소연,4,2,0.50000,1.00000,0.66667, [0 0 0 0], [0 1 1 1],0.5
김광수,3,2,0.33333,1.00000,0.50000, [0 0 0], [0 0 1],0.3333333333333333
이일구,3,2,0.33333,1.00000,0.50000, [0 0 0], [0 1 1],0.3333333333333333
한창희,3,2,0.33333,1.00000,0.50000, [0 0 0], [0 1 1],0.3333333333333333
최종혁,3,2,0.33333,1.00000,0.50000, [0 0 0], [0 1 1],0.3333333333333333
김은지,3,2,0.33333,1.00000,0.50000, [0 0 0], [0 1 1],0.3333333333333333
강윤희,3,2,0.33333,1.00000,0.50000, [0 0 0], [0 1 1],0.3333333333333333
김동일,3,2,0.33333,1.00000,0.50000, [0 0 0], [0 1 1],0.3333333333333333
윤한얼,3,1,1.00000,1.00000,1.00000, [0 0 0], [0 0 0],1.0
김태현,3,2,0.33333,1.00000,0.50000, [0 0 0], [0 1 1],0.3333333333333333
김현철,3,3,0.00000,0.00000,0.00000, [0 0 0], [0 1 2],0.0
남택진,3,1,1.00000,1.00000,1.00000, [0 0 0], [0 0 0],1.0
김진현,3,2,0.33333,1.00000,0.50000, [0 0 0], [0 1 1],0.3333333333333333
김정환,3,2,0.33333,1.00000,0.50000, [0 0 0], [0 1 1],0.3333333333333333
신현정,4,2,0.50000,1.00000,0.66667, [0 0 0 0], [0 1 1 1],0.5
이창훈,3,2,0.33333,1.00000,0.50000, [0 0 0], [0 1 1],0.3333333333333333
박정규,3,2,0.33333,1.00000,0.50000, [0 0 0], [0 1 1],0.3333333333333333
박세현,3,2,0.33333,1.00000,0.50000, [0 0 0], [0 1 1],0.3333333333333333
김진규,3,2,0.33333,1.00000,0.50000, [0 0 0], [0 1 1],0.3333333333333333
정회경,4,2,0.50000,1.00000,0.66667, [0 0 0 0], [0 1 1 1],0.5
신지욱,3,2,0.33333,1.00000,0.50000, [0 0 0], [0 1 1],0.3333333333333333
박남제,5,1,1.00000,1.00000,1.00000, [0 0 0 0 0], [0 0 0 0 0],1.0
장병탁,3,1,1.00000,1.00000,1.00000, [0 0 0], [0 0 0],1.0
김영록,3,1,1.00000,1.00000,1.00000, [0 0 0], [0 0 0],1.0
김상훈,3,2,0.33333,1.00000,0.50000, [0 0 0], [0 1 1],0.3333333333333333
정길도,4,2,0.50000,1.00000,0.66667, [0 0 0 0], [0 1 1 1],0.5
김동균,3,2,0.33333,1.00000,0.50000, [0 0 0], [0 1 1],0.3333333333333333
조기춘,3,2,0.33333,1.00000,0.50000, [0 0 0], [0 1 1],0.3333333333333333
이진숙,3,1,1.00000,1.00000,1.00000, [0 0 0], [0 0 0],1.0
문정환,3,1,1.00000,1.00000,1.00000, [0 0 0], [0 0 0],1.0
average,,,0.48615,0.96687,0.64699,0.48836297571237297
